"Date of data","Commodity code","Commodity","Quantity","Unit","Supplementary Quantity","Supplementary Unit","US dollar",
"202102","84862090","Other apparatus for the manufacture of semiconductor devices","419","Number of item","906139","Kilogram","163,303,128",
"202103","84862010","Oxidation,diffusion,annealing and other heat treatment equipment for the manufacture of semiconductor or IC","187","Number of item","695878","Kilogram","156,705,159",
"202103","84862021","Chemical Vapour Deposition(CVD) equipment for the manufacture of semiconductor or IC","211","Number of item","1182836","Kilogram","433,131,332",
"202103","84862022","Physical Vapour Deposition(PVD) equipment for the manufacture of semiconductor or IC","58","Number of item","282080","Kilogram","121,278,765",
"202103","84862029","Other film deposition equipment for the manufacture of semiconductor or IC","22","Number of item","24928","Kilogram","9,435,490",
"202103","84862031","Step and repeat alignersw","39","Number of item","328867","Kilogram","95,878,749",
"202103","84862039","Other apparatus used for projected circuit onto semiconductor materials for the manufacture of semiconductor or IC","96","Number of item","340501","Kilogram","163,852,403",
"202103","84862041","Dry plasma etching for the manufacture of semiconductor or IC","191","Number of item","765448","Kilogram","314,779,937",
"202103","84862049","Other etching and stripping equipment for the manufacture of semiconductor or IC","98","Number of item","718058","Kilogram","177,140,597",
"202103","84862050","Ion implanters","41","Number of item","828922","Kilogram","100,253,517",
"202103","84862090","Other apparatus for the manufacture of semiconductor devices","630","Number of item","1145246","Kilogram","235,770,903",
"202104","84862010","Oxidation,diffusion,annealing and other heat treatment equipment for the manufacture of semiconductor or IC","164","Number of item","495521","Kilogram","148,798,218",
"202104","84862021","Chemical Vapour Deposition(CVD) equipment for the manufacture of semiconductor or IC","188","Number of item","1121703","Kilogram","421,444,984",
"202104","84862022","Physical Vapour Deposition(PVD) equipment for the manufacture of semiconductor or IC","91","Number of item","374669","Kilogram","115,075,450",
"202104","84862029","Other film deposition equipment for the manufacture of semiconductor or IC","15","Number of item","121132","Kilogram","33,558,569",
"202104","84862031","Step and repeat alignersw","33","Number of item","350603","Kilogram","98,571,375",
"202104","84862039","Other apparatus used for projected circuit onto semiconductor materials for the manufacture of semiconductor or IC","58","Number of item","390814","Kilogram","285,756,077",
"202104","84862041","Dry plasma etching for the manufacture of semiconductor or IC","185","Number of item","799061","Kilogram","436,245,278",
"202104","84862049","Other etching and stripping equipment for the manufacture of semiconductor or IC","103","Number of item","586133","Kilogram","137,994,205",
"202104","84862050","Ion implanters","19","Number of item","302239","Kilogram","33,646,724",
"202104","84862090","Other apparatus for the manufacture of semiconductor devices","517","Number of item","1056471","Kilogram","223,498,696",
"202105","84862010","Oxidation,diffusion,annealing and other heat treatment equipment for the manufacture of semiconductor or IC","165","Number of item","748607","Kilogram","189,315,737",
"202105","84862021","Chemical Vapour Deposition(CVD) equipment for the manufacture of semiconductor or IC","171","Number of item","1128772","Kilogram","417,069,624",
"202105","84862022","Physical Vapour Deposition(PVD) equipment for the manufacture of semiconductor or IC","54","Number of item","307008","Kilogram","57,619,360",
"202105","84862029","Other film deposition equipment for the manufacture of semiconductor or IC","18","Number of item","17281","Kilogram","10,147,986",
"202105","84862031","Step and repeat alignersw","27","Number of item","215590","Kilogram","196,647,311",
"202105","84862039","Other apparatus used for projected circuit onto semiconductor materials for the manufacture of semiconductor or IC","65","Number of item","583473","Kilogram","242,995,931",
"202105","84862041","Dry plasma etching for the manufacture of semiconductor or IC","159","Number of item","893930","Kilogram","461,960,118",
"202105","84862049","Other etching and stripping equipment for the manufacture of semiconductor or IC","84","Number of item","515324","Kilogram","119,148,792",
"202105","84862050","Ion implanters","15","Number of item","253984","Kilogram","35,741,674",
"202105","84862090","Other apparatus for the manufacture of semiconductor devices","713","Number of item","1153558","Kilogram","221,009,684",
"202106","84862010","Oxidation,diffusion,annealing and other heat treatment equipment for the manufacture of semiconductor or IC","179","Number of item","867673","Kilogram","224,036,782",
"202106","84862021","Chemical Vapour Deposition(CVD) equipment for the manufacture of semiconductor or IC","186","Number of item","1117708","Kilogram","418,505,296",
"202106","84862022","Physical Vapour Deposition(PVD) equipment for the manufacture of semiconductor or IC","63","Number of item","326215","Kilogram","65,118,929",
"202106","84862029","Other film deposition equipment for the manufacture of semiconductor or IC","20","Number of item","61770","Kilogram","22,419,131",
"202106","84862031","Step and repeat alignersw","73","Number of item","422014","Kilogram","73,228,858",
"202106","84862039","Other apparatus used for projected circuit onto semiconductor materials for the manufacture of semiconductor or IC","115","Number of item","677622","Kilogram","359,536,081",
"202106","84862041","Dry plasma etching for the manufacture of semiconductor or IC","193","Number of item","1007561","Kilogram","502,190,945",
"202106","84862049","Other etching and stripping equipment for the manufacture of semiconductor or IC","96","Number of item","547545","Kilogram","139,203,373",
"202106","84862050","Ion implanters","39","Number of item","726879","Kilogram","113,929,774",
"202106","84862090","Other apparatus for the manufacture of semiconductor devices","652","Number of item","1095282","Kilogram","234,801,587",
"202107","84862010","Oxidation,diffusion,annealing and other heat treatment equipment for the manufacture of semiconductor or IC","187","Number of item","683726","Kilogram","165,845,140",
"202107","84862021","Chemical Vapour Deposition(CVD) equipment for the manufacture of semiconductor or IC","155","Number of item","879573","Kilogram","342,568,087",
"202107","84862022","Physical Vapour Deposition(PVD) equipment for the manufacture of semiconductor or IC","66","Number of item","423379","Kilogram","83,880,715",
"202107","84862029","Other film deposition equipment for the manufacture of semiconductor or IC","29","Number of item","86080","Kilogram","22,394,673",
"202107","84862031","Step and repeat alignersw","31","Number of item","225231","Kilogram","56,351,985",
"202107","84862039","Other apparatus used for projected circuit onto semiconductor materials for the manufacture of semiconductor or IC","119","Number of item","700198","Kilogram","279,352,900",
"202107","84862041","Dry plasma etching for the manufacture of semiconductor or IC","172","Number of item","758013","Kilogram","340,149,356",
"202107","84862049","Other etching and stripping equipment for the manufacture of semiconductor or IC","104","Number of item","463064","Kilogram","103,420,857",
"202107","84862050","Ion implanters","47","Number of item","730254","Kilogram","82,290,229",
"202107","84862090","Other apparatus for the manufacture of semiconductor devices","591","Number of item","1184916","Kilogram","221,014,641",
"202108","84862010","Oxidation,diffusion,annealing and other heat treatment equipment for the manufacture of semiconductor or IC","163","Number of item","700942","Kilogram","153,555,345",
"202108","84862021","Chemical Vapour Deposition(CVD) equipment for the manufacture of semiconductor or IC","150","Number of item","772066","Kilogram","334,755,456",
"202108","84862022","Physical Vapour Deposition(PVD) equipment for the manufacture of semiconductor or IC","67","Number of item","348050","Kilogram","114,232,760",
"202108","84862029","Other film deposition equipment for the manufacture of semiconductor or IC","11","Number of item","33678","Kilogram","8,738,472",
"202108","84862031","Step and repeat alignersw","19","Number of item","148101","Kilogram","25,455,661",
"202108","84862039","Other apparatus used for projected circuit onto semiconductor materials for the manufacture of semiconductor or IC","58","Number of item","326800","Kilogram","239,129,505",
"202108","84862041","Dry plasma etching for the manufacture of semiconductor or IC","140","Number of item","728814","Kilogram","309,626,190",
"202108","84862049","Other etching and stripping equipment for the manufacture of semiconductor or IC","61","Number of item","275174","Kilogram","63,434,326",
"202108","84862050","Ion implanters","38","Number of item","695039","Kilogram","84,511,408",
"202108","84862090","Other apparatus for the manufacture of semiconductor devices","442","Number of item","892973","Kilogram","200,494,445",
"202109","84862010","Oxidation,diffusion,annealing and other heat treatment equipment for the manufacture of semiconductor or IC","160","Number of item","734329","Kilogram","153,771,014",
"202109","84862021","Chemical Vapour Deposition(CVD) equipment for the manufacture of semiconductor or IC","128","Number of item","634103","Kilogram","255,602,221",
"202109","84862022","Physical Vapour Deposition(PVD) equipment for the manufacture of semiconductor or IC","54","Number of item","228374","Kilogram","79,597,050",
"202109","84862029","Other film deposition equipment for the manufacture of semiconductor or IC","24","Number of item","86871","Kilogram","21,284,726",
"202109","84862031","Step and repeat alignersw","30","Number of item","226974","Kilogram","46,135,806",
"202109","84862039","Other apparatus used for projected circuit onto semiconductor materials for the manufacture of semiconductor or IC","53","Number of item","342661","Kilogram","198,668,846",
"202109","84862041","Dry plasma etching for the manufacture of semiconductor or IC","169","Number of item","607675","Kilogram","318,974,916",
"202109","84862049","Other etching and stripping equipment for the manufacture of semiconductor or IC","66","Number of item","258844","Kilogram","73,799,445",
"202109","84862050","Ion implanters","46","Number of item","740543","Kilogram","117,556,515",
"202109","84862090","Other apparatus for the manufacture of semiconductor devices","447","Number of item","1172728","Kilogram","236,091,926",
"202110","84862010","Oxidation,diffusion,annealing and other heat treatment equipment for the manufacture of semiconductor or IC","148","Number of item","676011","Kilogram","134,233,155",
"202110","84862021","Chemical Vapour Deposition(CVD) equipment for the manufacture of semiconductor or IC","145","Number of item","737681","Kilogram","239,355,205",
"202110","84862022","Physical Vapour Deposition(PVD) equipment for the manufacture of semiconductor or IC","82","Number of item","360324","Kilogram","100,113,337",
"202110","84862029","Other film deposition equipment for the manufacture of semiconductor or IC","8","Number of item","31206","Kilogram","14,651,959",
"202110","84862031","Step and repeat alignersw","45","Number of item","324601","Kilogram","79,007,735",
"202110","84862039","Other apparatus used for projected circuit onto semiconductor materials for the manufacture of semiconductor or IC","72","Number of item","529293","Kilogram","254,435,217",
"202110","84862041","Dry plasma etching for the manufacture of semiconductor or IC","173","Number of item","597499","Kilogram","310,461,188",
"202110","84862049","Other etching and stripping equipment for the manufacture of semiconductor or IC","83","Number of item","301218","Kilogram","84,703,961",
"202110","84862050","Ion implanters","26","Number of item","501974","Kilogram","58,388,745",
"202110","84862090","Other apparatus for the manufacture of semiconductor devices","403","Number of item","880063","Kilogram","189,678,096",
"202111","84862010","Oxidation,diffusion,annealing and other heat treatment equipment for the manufacture of semiconductor or IC","156","Number of item","577386","Kilogram","129,279,419",
"202111","84862021","Chemical Vapour Deposition(CVD) equipment for the manufacture of semiconductor or IC","194","Number of item","1035339","Kilogram","490,642,494",
"202111","84862022","Physical Vapour Deposition(PVD) equipment for the manufacture of semiconductor or IC","105","Number of item","479936","Kilogram","141,431,720",
"202111","84862029","Other film deposition equipment for the manufacture of semiconductor or IC","22","Number of item","37792","Kilogram","20,471,705",
"202111","84862031","Step and repeat alignersw","40","Number of item","397718","Kilogram","124,081,945",
"202111","84862039","Other apparatus used for projected circuit onto semiconductor materials for the manufacture of semiconductor or IC","95","Number of item","448955","Kilogram","330,246,812",
"202111","84862041","Dry plasma etching for the manufacture of semiconductor or IC","181","Number of item","777707","Kilogram","367,501,410",
"202111","84862049","Other etching and stripping equipment for the manufacture of semiconductor or IC","87","Number of item","341979","Kilogram","80,807,858",
"202111","84862050","Ion implanters","44","Number of item","912008","Kilogram","121,733,117",
"202111","84862090","Other apparatus for the manufacture of semiconductor devices","534","Number of item","1316915","Kilogram","253,347,665",
"202112","84862010","Oxidation,diffusion,annealing and other heat treatment equipment for the manufacture of semiconductor or IC","167","Number of item","820598","Kilogram","174,639,136",
"202112","84862021","Chemical Vapour Deposition(CVD) equipment for the manufacture of semiconductor or IC","148","Number of item","852358","Kilogram","267,340,254",
"202112","84862022","Physical Vapour Deposition(PVD) equipment for the manufacture of semiconductor or IC","68","Number of item","299608","Kilogram","83,727,516",
"202112","84862029","Other film deposition equipment for the manufacture of semiconductor or IC","9","Number of item","37304","Kilogram","13,620,379",
"202112","84862031","Step and repeat alignersw","24","Number of item","370246","Kilogram","190,838,281",
"202112","84862039","Other apparatus used for projected circuit onto semiconductor materials for the manufacture of semiconductor or IC","89","Number of item","549483","Kilogram","498,425,628",
"202112","84862041","Dry plasma etching for the manufacture of semiconductor or IC","144","Number of item","645381","Kilogram","295,102,137",
"202112","84862049","Other etching and stripping equipment for the manufacture of semiconductor or IC","61","Number of item","361363","Kilogram","107,693,636",
"202112","84862050","Ion implanters","26","Number of item","573172","Kilogram","70,155,730",
"202112","84862090","Other apparatus for the manufacture of semiconductor devices","468","Number of item","1084379","Kilogram","236,279,524",
